"Rate ID";"User ID";"Obs Session ID";"Start Date";"End Date";Ra;Decl;Teff;F;Lm;Shower;Method;Number
454938;4396;42650;"2004-12-07 09:00:00";"2004-12-07 11:00:00";115.0000;5.0000;1.9500;1.0000;5.3;GEM;P;3
216853;2608;19830;"2004-12-07 21:35:00";"2004-12-08 00:10:00";90.0000;40.0000;2.1500;1.1100;5.5;GEM;C;8
454940;4396;42651;"2004-12-08 09:00:00";"2004-12-08 11:00:00";115.0000;5.0000;1.9700;1.0000;5.3;GEM;P;4
566780;211;54203;"2004-12-08 20:50:00";"2004-12-08 21:50:00";999.0000;999.0000;1.0000;1.0000;6.5;GEM;C;7
566784;211;54203;"2004-12-08 21:50:00";"2004-12-08 22:50:00";999.0000;999.0000;1.0000;1.0000;6.5;GEM;C;9
216856;2608;19831;"2004-12-08 22:40:00";"2004-12-09 01:05:00";90.0000;40.0000;2.1500;1.1100;6;GEM;C;7
566788;211;54203;"2004-12-08 22:50:00";"2004-12-08 23:50:00";999.0000;999.0000;1.0000;1.0000;6.6;GEM;C;2
454942;4396;42652;"2004-12-09 09:00:00";"2004-12-09 11:00:00";115.0000;5.0000;1.9500;1.0000;5;GEM;P;5
134903;7154;12251;"2004-12-09 23:36:00";"2004-12-10 01:01:00";95.0000;40.0000;1.4000;1.0000;5.47;GEM;R;4
17899;7205;1430;"2004-12-10 00:00:00";"2004-12-10 01:35:00";110.0000;40.0000;1.5000;1.0000;6.4;GEM;P;3
446816;82;41747;"2004-12-10 01:05:00";"2004-12-10 02:45:00";120.0000;25.0000;1.6000;1.0000;6.12;GEM;P;8
381890;3749;34815;"2004-12-10 02:30:00";"2004-12-10 05:10:00";150.0000;20.0000;2.5200;1.0000;6.1;GEM;P;8
454944;4396;42653;"2004-12-10 09:00:00";"2004-12-10 11:00:00";115.0000;5.0000;1.9500;1.0000;5;GEM;P;4
301423;177;27195;"2004-12-10 09:45:00";"2004-12-10 10:48:00";999.0000;999.0000;1.0000;1.0000;6.6;GEM;P;2
301430;177;27195;"2004-12-10 10:48:00";"2004-12-10 11:57:00";999.0000;999.0000;1.0000;1.0000;6.69;GEM;P;5
301437;177;27195;"2004-12-10 11:57:00";"2004-12-10 13:03:00";999.0000;999.0000;1.0000;1.0000;6.7;GEM;P;3
554004;85;53208;"2004-12-10 18:55:00";"2004-12-10 19:40:00";130.0000;20.0000;0.7500;1.0700;5.5;GEM;C;8
554009;85;53208;"2004-12-10 19:40:00";"2004-12-10 20:20:00";130.0000;20.0000;0.6700;1.0300;5.5;GEM;C;7
381895;3749;34816;"2004-12-10 19:46:00";"2004-12-10 23:02:00";75.0000;20.0000;3.0900;1.0000;6.18;GEM;P;14
210729;131;19293;"2004-12-10 22:19:00";"2004-12-10 23:19:00";90.0000;20.0000;1.0000;1.0000;6.89;GEM;C;8
210734;131;19293;"2004-12-10 23:19:00";"2004-12-11 00:19:00";105.0000;20.0000;1.0000;1.0000;6.81;GEM;C;13
446821;82;41748;"2004-12-10 23:52:00";"2004-12-11 01:10:00";90.0000;25.0000;1.1700;1.0000;6.04;GEM;C;7
446826;82;41748;"2004-12-11 01:10:00";"2004-12-11 02:40:00";110.0000;25.0000;1.4700;1.0000;6;GEM;C;9
620567;5712;58503;"2004-12-11 06:00:00";"2004-12-11 07:00:00";98.0000;13.0000;0.9830;1.0000;6.37;GEM;C;18
620572;5712;58503;"2004-12-11 07:00:00";"2004-12-11 08:00:00";112.0000;21.0000;0.9830;1.0000;6.55;GEM;C;14
154925;168;14076;"2004-12-11 09:30:00";"2004-12-11 10:34:00";999.0000;999.0000;1.0100;1.0000;6.29;GEM;C;7
154931;168;14076;"2004-12-11 10:34:00";"2004-12-11 11:40:00";999.0000;999.0000;1.0300;1.0000;6.32;GEM;C;8
379379;3734;34359;"2004-12-11 14:36:00";"2004-12-11 15:40:00";57.0000;24.0000;1.0400;1.0000;4.54;GEM;C;10
590573;5538;55867;"2004-12-11 14:36:00";"2004-12-11 15:39:00";84.0000;-1.0000;1.0500;1.0000;4.64;GEM;C;8
632628;5776;59335;"2004-12-11 14:38:00";"2004-12-11 14:56:00";57.0000;24.0000;0.3000;1.0000;4.81;GEM;C;3
305422;3225;27335;"2004-12-11 14:38:00";"2004-12-11 14:46:00";57.0000;24.0000;0.1300;1.0000;5;GEM;C;4
305424;3225;27335;"2004-12-11 14:46:00";"2004-12-11 15:20:00";57.0000;24.0000;0.5600;1.0000;5;GEM;C;4
632630;5776;59335;"2004-12-11 14:56:00";"2004-12-11 15:37:00";81.0000;6.0000;0.6800;1.0000;4.55;GEM;C;4
591163;5539;55871;"2004-12-11 15:50:00";"2004-12-11 16:02:00";84.0000;-1.0000;0.2000;1.1000;4.28;GEM;C;1
618385;5677;58223;"2004-12-11 15:51:00";"2004-12-11 16:02:00";84.0000;-1.0000;0.1800;1.1000;4.58;GEM;C;1
199514;2492;18428;"2004-12-11 16:00:00";"2004-12-11 17:00:00";15.0000;20.0000;0.8000;1.0000;6;GEM;C;3
406481;3974;37611;"2004-12-11 16:00:00";"2004-12-11 17:00:00";30.0000;-20.0000;0.8000;1.0000;6;GEM;C;3
42432;923;3414;"2004-12-11 16:45:00";"2004-12-11 17:45:00";83.0000;29.0000;1.0000;1.0000;5.07;GEM;C;2
206974;2543;18997;"2004-12-11 16:45:00";"2004-12-11 17:45:00";69.0000;6.0000;1.0000;1.0000;5.07;GEM;C;5
307610;3253;27564;"2004-12-11 16:45:00";"2004-12-11 17:45:00";78.0000;-8.0000;1.0000;1.0000;5.07;GEM;C;0
405906;3953;37540;"2004-12-11 16:45:00";"2004-12-11 17:45:00";32.0000;23.0000;1.0000;1.0000;5.07;GEM;C;3
408264;4019;37800;"2004-12-11 16:45:00";"2004-12-11 17:45:00";45.0000;-32.0000;1.0000;1.0000;5.07;GEM;C;4
467987;4523;44089;"2004-12-11 16:45:00";"2004-12-11 17:45:00";53.0000;50.0000;1.0000;1.0000;5.07;GEM;C;1
588697;5485;55672;"2004-12-11 16:45:00";"2004-12-11 17:45:00";84.0000;22.0000;1.0000;1.0000;5.07;GEM;C;2
591165;5539;55871;"2004-12-11 16:51:00";"2004-12-11 17:22:00";84.0000;-1.0000;0.5200;1.3000;4;GEM;C;3
618387;5677;58223;"2004-12-11 16:51:00";"2004-12-11 17:22:00";84.0000;-1.0000;0.5200;1.2000;4;GEM;C;3
615620;5650;57823;"2004-12-11 16:53:00";"2004-12-11 19:00:00";105.0000;40.0000;2.1200;1.0000;5.76;GEM;C;41
591189;5539;55875;"2004-12-11 16:58:00";"2004-12-11 17:32:00";135.0000;20.0000;0.5700;1.0000;5.59;GEM;C;9
199517;2492;18428;"2004-12-11 17:00:00";"2004-12-11 18:00:00";30.0000;20.0000;0.7000;1.0000;5.5;GEM;C;5
406484;3974;37611;"2004-12-11 17:00:00";"2004-12-11 18:00:00";45.0000;-20.0000;0.8000;1.0000;5.5;GEM;C;0
591193;5539;55875;"2004-12-11 17:37:00";"2004-12-11 19:13:00";135.0000;40.0000;1.6000;1.0000;5.98;GEM;C;26
611369;5629;57563;"2004-12-11 17:37:00";"2004-12-11 18:31:00";109.0000;33.0000;0.9000;1.0000;5.34;GEM;C;16
588700;5485;55672;"2004-12-11 17:45:00";"2004-12-11 18:45:00";79.0000;46.0000;0.5600;1.0000;5.34;GEM;C;5
42435;923;3414;"2004-12-11 17:45:00";"2004-12-11 18:45:00";83.0000;29.0000;0.9000;1.0000;5.34;GEM;C;7
206977;2543;18997;"2004-12-11 17:45:00";"2004-12-11 18:45:00";69.0000;6.0000;0.8800;1.0000;5.34;GEM;C;3
307613;3253;27564;"2004-12-11 17:45:00";"2004-12-11 18:45:00";101.0000;-17.0000;0.5000;1.0000;5.34;GEM;C;0
405909;3953;37540;"2004-12-11 17:45:00";"2004-12-11 18:45:00";32.0000;23.0000;0.6000;1.0000;5.34;GEM;C;1
408267;4019;37800;"2004-12-11 17:45:00";"2004-12-11 18:45:00";45.0000;-32.0000;1.0000;1.0000;5.34;GEM;C;3
467990;4523;44089;"2004-12-11 17:45:00";"2004-12-11 18:45:00";53.0000;50.0000;1.0000;1.0000;5.34;GEM;C;4
199521;2492;18428;"2004-12-11 18:00:00";"2004-12-11 19:00:00";45.0000;20.0000;0.8000;1.0000;5.5;GEM;C;3
406488;3974;37611;"2004-12-11 18:00:00";"2004-12-11 19:00:00";60.0000;-20.0000;0.8000;1.0000;5;GEM;C;4
42438;923;3414;"2004-12-11 18:45:00";"2004-12-11 19:45:00";115.0000;5.0000;1.0000;1.0000;5.34;GEM;C;21
206980;2543;18997;"2004-12-11 18:45:00";"2004-12-11 19:45:00";69.0000;6.0000;1.0000;1.0000;5.34;GEM;C;8
307616;3253;27564;"2004-12-11 18:45:00";"2004-12-11 19:45:00";120.0000;12.0000;0.5000;1.0000;5.34;GEM;C;1
405912;3953;37540;"2004-12-11 18:45:00";"2004-12-11 19:45:00";55.0000;24.0000;1.0000;1.0000;5.34;GEM;C;3
408270;4019;37800;"2004-12-11 18:45:00";"2004-12-11 19:45:00";75.0000;-33.0000;0.9200;1.0000;5.34;GEM;C;6
467993;4523;44089;"2004-12-11 18:45:00";"2004-12-11 19:45:00";79.0000;46.0000;1.0000;1.0000;5.34;GEM;C;1
588703;5485;55672;"2004-12-11 18:45:00";"2004-12-11 19:45:00";75.0000;41.0000;1.0000;1.0000;5.34;GEM;C;7
199525;2492;18428;"2004-12-11 19:00:00";"2004-12-11 20:00:00";60.0000;20.0000;0.6000;1.0000;5;GEM;C;7
406492;3974;37611;"2004-12-11 19:00:00";"2004-12-11 20:00:00";100.0000;-20.0000;0.6000;1.0000;4.5;GEM;C;6
611374;5629;57563;"2004-12-11 19:17:00";"2004-12-11 20:47:00";109.0000;33.0000;1.5000;1.0000;5.34;GEM;C;14
591197;5539;55875;"2004-12-11 19:25:00";"2004-12-11 20:55:00";135.0000;30.0000;1.5000;1.0000;5.99;GEM;C;25
216859;2608;19832;"2004-12-11 19:30:00";"2004-12-11 20:50:00";90.0000;40.0000;1.2000;1.2500;5.5;GEM;C;11
199529;2492;18428;"2004-12-11 20:00:00";"2004-12-11 21:00:00";75.0000;20.0000;0.6000;1.0000;5;GEM;C;12
406496;3974;37611;"2004-12-11 20:00:00";"2004-12-11 21:00:00";120.0000;-20.0000;0.8000;1.0000;4;GEM;C;4
206983;2543;18997;"2004-12-11 20:45:00";"2004-12-11 21:45:00";78.0000;-8.0000;1.0000;1.0000;5.34;GEM;C;9
307619;3253;27564;"2004-12-11 20:45:00";"2004-12-11 21:45:00";120.0000;15.0000;1.0000;1.0000;5.34;GEM;C;9
405915;3953;37540;"2004-12-11 20:45:00";"2004-12-11 21:45:00";55.0000;24.0000;1.0000;1.0000;5.34;GEM;C;3
408273;4019;37800;"2004-12-11 20:45:00";"2004-12-11 21:45:00";80.0000;-33.0000;1.0000;1.0000;5.34;GEM;C;7
467996;4523;44089;"2004-12-11 20:45:00";"2004-12-11 21:45:00";79.0000;46.0000;1.0000;1.0000;5.34;GEM;C;3
588706;5485;55672;"2004-12-11 20:45:00";"2004-12-11 21:45:00";127.0000;61.0000;1.0000;1.0000;5.34;GEM;C;9
199533;2492;18428;"2004-12-11 21:00:00";"2004-12-11 22:00:00";90.0000;20.0000;0.5000;1.0000;4.5;GEM;C;14
406500;3974;37611;"2004-12-11 21:00:00";"2004-12-11 22:00:00";120.0000;-20.0000;0.8000;1.0000;4;GEM;C;5
206986;2543;18997;"2004-12-11 21:45:00";"2004-12-11 22:45:00";78.0000;-8.0000;1.0000;1.0000;5.34;GEM;C;7
307622;3253;27564;"2004-12-11 21:45:00";"2004-12-11 22:45:00";120.0000;18.0000;0.8700;1.0000;5.34;GEM;C;4
405918;3953;37540;"2004-12-11 21:45:00";"2004-12-11 22:45:00";81.0000;28.0000;0.8700;1.0000;5.34;GEM;C;11
408276;4019;37800;"2004-12-11 21:45:00";"2004-12-11 22:45:00";105.0000;-34.0000;0.8700;1.0000;5.34;GEM;C;4
588709;5485;55672;"2004-12-11 21:45:00";"2004-12-11 22:45:00";142.0000;63.0000;0.9200;1.0000;5.34;GEM;C;13
210739;131;19294;"2004-12-11 21:55:00";"2004-12-11 22:40:00";100.0000;25.0000;0.7500;1.0000;6.32;GEM;C;12
199537;2492;18428;"2004-12-11 22:00:00";"2004-12-11 23:00:00";105.0000;20.0000;0.6000;1.0000;4.5;GEM;C;8
406504;3974;37611;"2004-12-11 22:00:00";"2004-12-11 23:00:00";120.0000;-20.0000;0.6000;1.0000;4;GEM;C;8
210745;131;19294;"2004-12-11 22:40:00";"2004-12-11 23:31:00";115.0000;25.0000;0.8500;1.0000;6.37;GEM;C;16
307625;3253;27564;"2004-12-11 22:45:00";"2004-12-11 23:45:00";120.0000;18.0000;0.7500;1.0000;5.34;GEM;C;3
405921;3953;37540;"2004-12-11 22:45:00";"2004-12-11 23:45:00";97.0000;20.0000;0.7500;1.0000;5.34;GEM;C;1
408279;4019;37800;"2004-12-11 22:45:00";"2004-12-11 23:45:00";110.0000;-34.0000;0.7500;1.0000;5.34;GEM;C;3
588712;5485;55672;"2004-12-11 22:45:00";"2004-12-11 23:45:00";184.0000;57.0000;0.7000;1.0000;5.34;GEM;C;12
199541;2492;18428;"2004-12-11 23:00:00";"2004-12-12 00:00:00";120.0000;20.0000;0.8000;1.0000;4.5;GEM;C;3
199545;2492;18428;"2004-12-12 00:00:00";"2004-12-12 01:00:00";135.0000;20.0000;0.9000;1.0000;4;GEM;C;8
210751;131;19294;"2004-12-12 00:06:00";"2004-12-12 01:04:00";130.0000;25.0000;0.9700;1.0000;6.36;GEM;C;24
50442;1040;4198;"2004-12-12 00:10:00";"2004-12-12 01:11:00";999.0000;999.0000;0.9800;1.0000;6.05;GEM;C;36
267883;2975;24511;"2004-12-12 00:13:00";"2004-12-12 00:48:00";999.0000;999.0000;0.5200;1.0000;5.68;GEM;C;11
267885;2975;24511;"2004-12-12 00:48:00";"2004-12-12 01:23:00";999.0000;999.0000;0.5400;1.0000;5.73;GEM;C;10
210757;131;19294;"2004-12-12 01:04:00";"2004-12-12 02:01:00";145.0000;25.0000;0.9500;1.0000;6.09;GEM;C;18
50444;1040;4198;"2004-12-12 01:11:00";"2004-12-12 02:00:00";999.0000;999.0000;0.7800;1.0000;6.34;GEM;C;35
267887;2975;24511;"2004-12-12 01:38:00";"2004-12-12 02:07:00";999.0000;999.0000;0.4500;1.0000;5.59;GEM;C;9
371707;3650;33488;"2004-12-12 05:45:00";"2004-12-12 06:00:00";110.0000;33.0000;0.2500;1.0000;6;GEM;C;2
620577;5712;58504;"2004-12-12 05:45:00";"2004-12-12 06:45:00";103.0000;18.0000;1.0000;1.0000;6.4;GEM;C;38
371711;3650;33488;"2004-12-12 06:00:00";"2004-12-12 06:15:00";110.0000;33.0000;0.2500;1.0000;6;GEM;C;2
317565;3310;28877;"2004-12-12 06:10:00";"2004-12-12 07:10:00";999.0000;999.0000;1.0000;1.0000;6.3;GEM;C;4
371715;3650;33488;"2004-12-12 06:15:00";"2004-12-12 06:30:00";110.0000;33.0000;0.2500;1.1000;6;GEM;C;2
301442;177;27196;"2004-12-12 06:30:00";"2004-12-12 07:30:00";999.0000;999.0000;1.0000;1.0000;6.17;GEM;C;33
371719;3650;33488;"2004-12-12 06:30:00";"2004-12-12 06:45:00";110.0000;33.0000;0.2500;2.0000;6;GEM;C;1
142919;400;13221;"2004-12-12 06:45:00";"2004-12-12 06:50:00";999.0000;999.0000;0.0830;1.1000;5.2;GEM;C;1
142921;400;13221;"2004-12-12 06:50:00";"2004-12-12 06:55:00";999.0000;999.0000;0.0830;1.1000;5.2;GEM;C;1
620584;5712;58504;"2004-12-12 06:50:00";"2004-12-12 08:05:00";119.0000;23.0000;1.2500;1.0000;6.5;GEM;C;38
142923;400;13221;"2004-12-12 06:55:00";"2004-12-12 07:00:00";999.0000;999.0000;0.0830;1.1000;5.2;GEM;C;2
142925;400;13221;"2004-12-12 07:00:00";"2004-12-12 07:05:00";999.0000;999.0000;0.0830;1.1000;5.2;GEM;C;1
142927;400;13221;"2004-12-12 07:05:00";"2004-12-12 07:10:00";999.0000;999.0000;0.0830;1.1000;5.2;GEM;C;0
142929;400;13221;"2004-12-12 07:10:00";"2004-12-12 07:15:00";999.0000;999.0000;0.0830;1.1000;5.2;GEM;C;3
317570;3310;28877;"2004-12-12 07:10:00";"2004-12-12 08:10:00";999.0000;999.0000;1.0000;1.0000;6.3;GEM;C;4
142931;400;13221;"2004-12-12 07:15:00";"2004-12-12 07:20:00";999.0000;999.0000;0.0830;1.1000;5.2;GEM;C;2
142933;400;13221;"2004-12-12 07:20:00";"2004-12-12 07:25:00";999.0000;999.0000;0.0830;1.1000;5.2;GEM;C;2
142935;400;13221;"2004-12-12 07:25:00";"2004-12-12 07:30:00";999.0000;999.0000;0.0830;1.1000;5.2;GEM;C;2
142937;400;13221;"2004-12-12 07:30:00";"2004-12-12 07:35:00";999.0000;999.0000;0.0830;1.1000;5.2;GEM;C;1
301447;177;27196;"2004-12-12 07:30:00";"2004-12-12 08:30:00";999.0000;999.0000;1.0000;1.0000;6.26;GEM;C;34
533586;185;51060;"2004-12-12 07:30:00";"2004-12-12 08:05:00";999.0000;999.0000;0.5800;1.0200;5;GEM;C;4
142939;400;13221;"2004-12-12 07:35:00";"2004-12-12 07:40:00";999.0000;999.0000;0.0830;1.1000;5.2;GEM;C;2
142941;400;13221;"2004-12-12 07:40:00";"2004-12-12 07:45:00";999.0000;999.0000;0.0830;1.1000;5.2;GEM;C;1
142943;400;13221;"2004-12-12 07:55:00";"2004-12-12 08:00:00";999.0000;999.0000;0.0830;1.1000;5.2;GEM;C;0
142945;400;13221;"2004-12-12 08:00:00";"2004-12-12 08:05:00";999.0000;999.0000;0.0830;1.1000;5.2;GEM;C;2
142947;400;13221;"2004-12-12 08:05:00";"2004-12-12 08:10:00";999.0000;999.0000;0.0830;1.1000;5.2;GEM;C;1
142949;400;13221;"2004-12-12 08:10:00";"2004-12-12 08:15:00";999.0000;999.0000;0.0830;1.1000;5.2;GEM;C;3
142951;400;13221;"2004-12-12 08:15:00";"2004-12-12 08:20:00";999.0000;999.0000;0.0830;1.1000;5.2;GEM;C;1
142953;400;13221;"2004-12-12 08:20:00";"2004-12-12 08:25:00";999.0000;999.0000;0.0830;1.1000;5.2;GEM;C;0
142955;400;13221;"2004-12-12 08:25:00";"2004-12-12 08:30:00";999.0000;999.0000;0.0830;1.1000;5.2;GEM;C;2
301454;177;27196;"2004-12-12 08:30:00";"2004-12-12 09:30:00";999.0000;999.0000;1.0000;1.0000;6.27;GEM;C;32
301461;177;27196;"2004-12-12 09:30:00";"2004-12-12 10:30:00";999.0000;999.0000;1.0000;1.0000;6.29;GEM;C;32
301468;177;27196;"2004-12-12 10:30:00";"2004-12-12 11:30:00";999.0000;999.0000;1.0000;1.0000;6.42;GEM;C;40
301475;177;27196;"2004-12-12 11:30:00";"2004-12-12 12:30:00";999.0000;999.0000;1.0000;1.0000;6.56;GEM;C;34
519594;4925;49585;"2004-12-12 12:29:00";"2004-12-12 13:30:00";999.0000;999.0000;1.0000;1.2000;6.2;GEM;C;22
288367;3135;26122;"2004-12-12 16:40:00";"2004-12-12 17:10:00";112.0000;33.0000;0.5000;1.0000;5.01;GEM;C;4
572967;5371;54566;"2004-12-12 16:51:00";"2004-12-12 17:51:00";30.0000;30.0000;0.9000;1.0000;5.6;GEM;C;2
618363;565;58215;"2004-12-12 17:05:00";"2004-12-12 18:02:00";120.0000;-10.0000;0.9000;1.0000;5.01;GEM;C;10
215399;2593;19543;"2004-12-12 17:15:00";"2004-12-12 18:15:00";112.0000;4.0000;0.6000;1.0000;5.9;GEM;C;3
288369;3135;26122;"2004-12-12 17:15:00";"2004-12-12 18:50:00";112.0000;33.0000;1.5800;1.0000;4.88;GEM;C;25
199549;2492;18429;"2004-12-12 17:30:00";"2004-12-12 18:00:00";15.0000;25.0000;0.4000;1.0000;5.5;GEM;C;5
334986;3368;30244;"2004-12-12 17:30:00";"2004-12-12 17:47:00";85.0000;30.0000;0.2600;1.2000;4;GEM;C;3
405434;228;37513;"2004-12-12 17:30:00";"2004-12-12 19:00:00";120.0000;20.0000;1.5000;1.0000;6;GEM;C;10
572970;5371;54566;"2004-12-12 17:51:00";"2004-12-12 18:51:00";45.0000;30.0000;0.8000;1.0000;5.6;GEM;C;3
199553;2492;18429;"2004-12-12 18:00:00";"2004-12-12 19:00:00";30.0000;25.0000;0.6000;1.0000;5;GEM;C;8
388952;3814;35529;"2004-12-12 18:10:00";"2004-12-12 18:20:00";60.0000;50.0000;0.1400;1.0000;5.79;GEM;C;2
215403;2593;19543;"2004-12-12 18:15:00";"2004-12-12 19:15:00";112.0000;4.0000;0.6000;1.0000;5.9;GEM;C;5
388954;3814;35529;"2004-12-12 18:20:00";"2004-12-12 18:30:00";60.0000;50.0000;0.1670;1.0000;5.79;GEM;C;0
388956;3814;35529;"2004-12-12 18:30:00";"2004-12-12 18:40:00";60.0000;50.0000;0.1670;1.0000;5.79;GEM;C;3
388958;3814;35529;"2004-12-12 18:40:00";"2004-12-12 18:50:00";60.0000;50.0000;0.1670;1.0000;5.79;GEM;C;5
388960;3814;35529;"2004-12-12 18:50:00";"2004-12-12 19:00:00";60.0000;50.0000;0.1670;1.0000;5.79;GEM;C;3
572974;5371;54566;"2004-12-12 18:51:00";"2004-12-12 19:51:00";60.0000;30.0000;0.8000;1.0000;5.6;GEM;C;2
596294;115;56132;"2004-12-12 19:00:00";"2004-12-12 19:10:00";70.0000;35.0000;0.1660;1.0500;6.2;GEM;C;1
199557;2492;18429;"2004-12-12 19:00:00";"2004-12-12 20:00:00";45.0000;25.0000;0.6000;1.0000;5;GEM;C;9
288371;3135;26122;"2004-12-12 19:00:00";"2004-12-12 19:30:00";112.0000;33.0000;0.5000;1.0000;4.78;GEM;C;2
388962;3814;35529;"2004-12-12 19:00:00";"2004-12-12 19:10:00";60.0000;50.0000;0.1670;1.0000;5.79;GEM;C;3
405436;228;37513;"2004-12-12 19:00:00";"2004-12-12 19:30:00";120.0000;20.0000;0.5000;1.0000;6;GEM;C;9
388964;3814;35529;"2004-12-12 19:10:00";"2004-12-12 19:20:00";60.0000;50.0000;0.1670;1.0000;5.79;GEM;C;1
596296;115;56132;"2004-12-12 19:10:00";"2004-12-12 19:20:00";70.0000;35.0000;0.1660;1.0500;6.2;GEM;C;3
215407;2593;19543;"2004-12-12 19:15:00";"2004-12-12 20:15:00";112.0000;4.0000;0.5000;1.0000;5.9;GEM;C;12
596298;115;56132;"2004-12-12 19:20:00";"2004-12-12 19:30:00";70.0000;35.0000;0.1660;1.0500;6.2;GEM;C;1
596300;115;56132;"2004-12-12 19:30:00";"2004-12-12 19:40:00";70.0000;35.0000;0.1660;1.0500;6.2;GEM;C;5
405438;228;37513;"2004-12-12 19:30:00";"2004-12-12 20:00:00";120.0000;20.0000;0.5000;1.0000;6;GEM;C;12
596302;115;56132;"2004-12-12 19:40:00";"2004-12-12 19:50:00";70.0000;35.0000;0.1660;1.0500;6.2;GEM;C;5
305196;3224;27308;"2004-12-12 19:45:00";"2004-12-12 20:45:00";75.0000;40.0000;1.0000;1.0000;5.76;GEM;C;21
596304;115;56132;"2004-12-12 19:50:00";"2004-12-12 20:00:00";70.0000;35.0000;0.1660;1.0500;6.2;GEM;C;3
572978;5371;54566;"2004-12-12 19:51:00";"2004-12-12 20:51:00";75.0000;30.0000;0.7000;1.0000;5.6;GEM;C;5
596306;115;56132;"2004-12-12 20:00:00";"2004-12-12 20:10:00";80.0000;35.0000;0.1640;1.0000;6.2;GEM;C;3
199561;2492;18429;"2004-12-12 20:00:00";"2004-12-12 21:00:00";60.0000;25.0000;0.7000;1.0000;4.5;GEM;C;10
405440;228;37513;"2004-12-12 20:00:00";"2004-12-12 20:30:00";120.0000;20.0000;0.5000;1.0000;6;GEM;C;16
621338;5714;58637;"2004-12-12 20:09:00";"2004-12-12 21:20:00";75.0000;45.0000;1.1700;1.0000;5.6;GEM;C;26
596308;115;56132;"2004-12-12 20:10:00";"2004-12-12 20:20:00";80.0000;35.0000;0.1640;1.0000;6.2;GEM;C;7
215411;2593;19543;"2004-12-12 20:15:00";"2004-12-12 21:15:00";130.0000;-14.0000;0.7000;1.0000;5.9;GEM;C;7
596310;115;56132;"2004-12-12 20:20:00";"2004-12-12 20:30:00";80.0000;35.0000;0.1640;1.0000;6.2;GEM;C;5
596312;115;56132;"2004-12-12 20:30:00";"2004-12-12 20:40:00";80.0000;35.0000;0.1640;1.0000;6.2;GEM;C;8
426823;4260;39532;"2004-12-12 20:31:00";"2004-12-12 20:41:00";30.0000;40.0000;0.1670;1.4900;5.5;GEM;C;4
70778;138;6184;"2004-12-12 20:40:00";"2004-12-12 21:44:00";100.0000;14.0000;1.0700;1.0500;5.6;GEM;C;17
